auc,f1,recall,precision_all,acc
0.210082304526749,0.18947368421052632,0.3,0.13846153846153847,0.3063063063063063
0.6851973684210526,0.16,0.125,0.2222222222222222,0.8108108108108109
0.3680830039525691,0.0,0.0,0.0,0.7117117117117117
0.22981366459627328,0.028571428571428567,0.023809523809523808,0.03571428571428571,0.38738738738738737
