0,1,2,3
0.1915306017470114,0.0008801796580701246,0.0025427412344248045,0.8050464773604936
0.40968137100218427,0.1808989798856833,0.20598382688050754,0.2034358222316256
0.5139410946831429,0.011915243437204329,0.21199172144203715,0.26215194043761625
0.4898338922334322,0.15946677601374026,0.1603768983276936,0.19032243342513422
0.4940683753352136,0.18272045072442447,0.15045242425954558,0.17275874968081642
0.24458459845762376,0.001385105766444509,0.000806090461262875,0.7532242053146686
0.44319302909826547,0.21750396536813596,0.009529856851731636,0.3297731486818673
0.4228433232713637,0.14190749689308718,0.2864807978371594,0.14876838199838954
0.3225537791010278,0.32224385154575896,0.33735042692219164,0.017851942431022085
0.24563030936257144,0.005435139573070608,0.014406254664875355,0.7345282963994828
0.6563545571672489,0.06253794557793556,0.030762963288528098,0.2503445339662874
0.7747444361802925,0.0,0.0,0.22525556381970732
0.3229169058668201,0.310881157734616,0.009692705769042293,0.35650923062952194
0.43464183273268714,0.1364038169050398,0.13881062734373514,0.2901437230185381
0.19067611249960986,0.5751110181296845,0.023288153448607983,0.21092471592209824
0.24258577957269115,0.4776924437168177,0.2615095106230683,0.01821226608742302
0.262020646020646,0.00222789566755084,0.03938577131680578,0.6963656869949977
0.3229169058668201,0.310881157734616,0.009692705769042293,0.35650923062952194
0.3750711703996664,0.10639628435998329,0.2576480662561144,0.26088447898423595
0.3145155912160097,0.006625430114352835,0.014785519077492362,0.6640734595921454
0.3689607400285286,0.008240283036687928,0.3327478076595233,0.29005116927526053
0.31426527637243684,0.009386091056850105,0.3644254025440349,0.31192323002667827
0.31199154146505514,0.2819740747780224,0.09882281835970964,0.3072115653972133
0.13907906125181946,0.12212915137882922,0.6652148993241717,0.07357688804517958
0.6948599405178011,0.00017036124794745484,0.0,0.3049696982342523
0.3223107072896425,0.12005423667108353,0.23650204533330624,0.3211330107059686
0.6415566753919615,0.018181077634879094,0.2963172590131948,0.04394498795996467
0.25247380127100966,0.4980821327391851,0.010083031387924605,0.23936103460188077
0.3602374934837775,0.2814834116694984,0.18340930963543406,0.17486978521129082
0.3314061660091569,0.3050238733970125,0.02945243823047915,0.3341175223633517
0.9032567112762214,0.02207838038146568,0.00718676916952779,0.06747813917278524
0.4581363073075722,0.1286090896162853,0.2847675664012471,0.1284870366748955
0.8940271318719595,0.01605218536253019,0.007383602987051262,0.08253707977845906
0.13907906125181946,0.12212915137882922,0.6652148993241717,0.07357688804517958
0.4263108884631426,0.1386983544810723,0.2886166316375888,0.14637412541819672
0.44207105542660835,0.010323241918782627,0.08030703647832724,0.4672986661762816
0.31199154146505514,0.2819740747780224,0.09882281835970964,0.3072115653972133
0.3113769727299483,0.18779191358796057,0.19100598374247935,0.30982512993961236
0.3229169058668201,0.310881157734616,0.009692705769042293,0.35650923062952194
0.3225537791010278,0.32224385154575896,0.33735042692219164,0.017851942431022085
0.31994576586680085,0.00043561323733737524,0.0,0.6796186208958609
0.4256685362524528,0.08758601754570272,0.033811604484899026,0.4529338417169454
0.6415566753919615,0.018181077634879094,0.2963172590131948,0.04394498795996467
0.3314061660091569,0.3050238733970125,0.02945243823047915,0.3341175223633517
