auc,f1,recall,precision_all,acc
0.38395061728395063,0.16901408450704225,0.2,0.14634146341463414,0.46846846846846846
0.5825657894736842,0.2857142857142857,0.3125,0.2631578947368421,0.7747747747747747
0.4137845849802371,0.046511627906976744,0.043478260869565216,0.05,0.6306306306306306
0.35196687370600416,0.1095890410958904,0.09523809523809523,0.12903225806451613,0.4144144144144144
