id,protocol_name,src,sport,dst,dport,proto,push_flag_ratio,average_len,average_payload_len,pkt_count,flow_average_inter_arrival_time,kolmogorov,shannon
110,https,192.168.137.113,54735,61.135.169.125,443,6,0.812,489,449,16,0.0392,0.9701,7.8824
111,https,192.168.137.113,44703,119.75.222.188,443,6,0.765,578,538,17,0.2821,0.8836,7.7684
112,https,192.168.137.113,57210,180.76.76.112,443,6,0.867,462,422,15,0.451,0.8824,7.7622
113,https,192.168.137.113,48464,119.75.222.188,443,6,0.595,783,743,37,0.1543,0.9903,7.9718
114,https,192.168.137.113,54117,222.35.78.49,443,6,0.518,957,917,110,0.069,0.9886,7.9945
115,https,192.168.137.113,47983,222.35.78.32,443,6,0.111,1266,1226,99,0.0479,0.9919,7.9972
116,https,192.168.137.113,54716,61.135.169.125,443,6,0.741,650,610,27,0.2158,0.9869,7.9566
117,https,192.168.137.113,49890,183.232.231.63,443,6,0.857,407,367,14,0.0381,0.783,7.4141
118,https,192.168.137.113,33257,180.76.76.112,443,6,0.778,549,509,9,0.028,0.8435,7.603
119,https,192.168.137.113,38951,111.13.101.221,443,6,0.867,476,436,15,0.0019,0.8346,7.6053
120,https,192.168.137.113,44643,119.75.222.91,443,6,0.917,261,221,12,0.0015,0.9222,7.4849
121,https,192.168.137.113,34704,111.13.101.191,443,6,0.857,647,607,28,0.1138,0.9832,7.9416
122,https,192.168.137.113,36199,222.35.78.32,443,6,0.111,1265,1225,99,0.032,0.9919,7.9965
123,https,192.168.137.113,50916,112.34.111.114,443,6,1.000,164,124,6,0.0407,0.6997,5.6295
124,https,192.168.137.113,52833,119.75.222.189,443,6,0.875,362,322,8,0.0013,0.9154,7.47
125,https,192.168.137.113,33347,111.13.101.221,443,6,1.000,300,260,10,0.0013,0.9916,7.8116
126,https,192.168.137.113,40639,180.76.76.112,443,6,0.818,533,493,11,0.0592,0.8381,7.5963
127,https,192.168.137.113,52136,180.76.22.32,443,6,0.019,1365,1325,1699,0.2506,0.9997,7.9998
128,https,192.168.137.113,37435,222.35.78.49,443,6,1.000,200,160,6,0.0025,0.8229,6.6136
129,https,192.168.137.113,52063,180.76.22.32,443,6,0.107,1258,1218,178,0.0258,0.9995,7.9989
130,https,192.168.137.113,39978,119.75.222.92,443,6,0.371,1059,1019,547,1.6313,0.9946,7.9968
131,https,192.168.137.113,34669,111.13.101.191,443,6,1.000,164,124,6,0.0937,0.685,5.5165
132,https,192.168.137.113,46330,111.6.225.35,443,6,0.714,599,559,7,0.0218,0.8152,7.4953
133,https,192.168.137.113,52077,222.35.78.48,443,6,0.800,569,529,10,0.0069,0.7937,7.4746
134,https,192.168.137.113,53052,111.13.101.221,443,6,0.684,652,612,19,0.0052,0.9967,7.9719
135,https,192.168.137.113,49923,222.35.78.49,443,6,0.109,1278,1238,329,1.6837,0.9976,7.9991
136,https,192.168.137.113,34438,183.232.231.65,443,6,0.800,460,420,15,0.009,0.8281,7.5918
137,https,192.168.137.113,57565,119.75.222.189,443,6,0.846,425,385,13,0.0796,0.9525,7.7715
138,https,192.168.137.113,58518,222.35.78.49,443,6,0.750,615,575,8,0.0083,0.7644,7.3339
139,https,192.168.137.113,38832,111.6.172.48,443,6,0.750,615,575,8,0.0047,0.7641,7.3383
140,https,192.168.137.113,47203,119.75.222.188,443,6,0.553,905,865,123,0.7786,0.9893,7.9917
141,https,192.168.137.113,54733,61.135.169.125,443,6,0.889,359,319,9,0.0608,0.9528,7.6564
142,https,192.168.137.113,36298,111.13.101.73,443,6,0.889,333,293,9,0.0014,0.9314,7.5404
143,https,192.168.137.113,35808,111.6.172.48,443,6,0.656,693,653,32,0.0654,0.9902,7.9708
144,https,192.168.137.113,54783,61.135.169.125,443,6,0.733,747,707,30,0.1789,0.9498,7.9417
145,https,192.168.137.113,33658,119.75.222.91,443,6,0.894,400,360,66,0.4176,0.9434,7.9121
146,https,192.168.137.113,38120,112.54.108.104,443,6,0.554,778,738,453,0.2359,0.9915,7.9963
147,https,192.168.137.113,54912,117.185.17.52,443,6,0.875,403,363,16,0.0078,0.745,7.5081
148,https,192.168.137.113,49016,111.13.101.221,443,6,0.900,331,291,10,0.0012,0.9949,7.8464
149,https,192.168.137.113,48078,121.42.179.14,443,6,0.750,691,639,8,0.0027,0.8705,7.7294
150,https,192.168.137.113,56929,112.34.112.78,443,6,0.680,694,654,25,0.0117,0.9352,7.9044
151,https,192.168.137.113,46758,111.13.101.221,443,6,0.909,383,343,11,0.0043,0.9944,7.8909
152,https,192.168.137.113,44568,111.13.101.221,443,6,0.867,476,436,15,0.002,0.8347,7.616
153,https,192.168.137.113,54106,111.13.101.73,443,6,0.895,393,353,19,0.6384,0.8304,7.6047
154,https,192.168.137.113,34598,111.13.101.191,443,6,0.800,471,431,15,0.0072,0.9655,7.8458
155,https,192.168.137.113,48627,111.6.172.48,443,6,0.750,615,575,8,0.0065,0.7638,7.3342
156,https,192.168.137.113,59632,180.76.76.112,443,6,0.867,486,446,15,0.0306,0.8647,7.6965
157,https,192.168.137.113,60745,61.135.169.121,443,6,0.818,525,485,11,0.0061,0.973,7.8427
158,https,192.168.137.113,44782,119.75.222.188,443,6,0.765,580,540,17,0.148,0.8845,7.7798
159,https,192.168.137.113,34591,111.13.101.191,443,6,0.778,502,462,18,0.0081,0.971,7.8783
160,https,192.168.137.113,46983,111.6.172.48,443,6,0.778,561,521,9,0.0045,0.7648,7.326
161,https,192.168.137.113,52068,180.76.22.32,443,6,0.021,1359,1319,1699,0.2523,0.9998,7.9998
162,https,192.168.137.113,45283,119.75.222.189,443,6,1.000,814,774,21,0.1246,0.3333,7.8804
163,https,192.168.137.113,41409,222.222.88.102,443,6,0.895,324,284,19,0.1476,0.8171,7.6813
164,https,192.168.137.113,56948,112.34.112.78,443,6,0.833,510,470,12,0.0133,0.9633,7.8126
165,https,192.168.137.113,34837,111.6.172.48,443,6,0.750,615,575,8,0.0192,0.7634,7.3358
166,https,192.168.137.113,56708,119.75.222.189,443,6,1.000,71,31,1,0.0,1.0,4.0266
167,https,192.168.137.113,44268,111.13.101.221,443,6,0.471,998,958,244,4.0597,0.9978,7.9948
168,https,192.168.137.113,34671,111.13.101.191,443,6,0.778,577,537,18,0.0072,0.9759,7.9027
169,https,192.168.137.113,56656,111.13.101.221,443,6,0.577,907,867,480,3.6271,0.9976,7.9949
170,https,192.168.137.113,60721,119.75.222.188,443,6,1.000,71,31,1,0.0,1.0,4.051
171,https,192.168.137.113,35413,112.34.111.114,443,6,0.889,352,312,9,0.0019,0.9263,7.5527
172,https,192.168.137.113,48984,222.35.78.40,443,6,0.011,1376,1336,3760,2.3593,1.0,7.9999
173,https,192.168.137.113,59516,111.13.100.3,443,6,1.000,71,31,1,0.0,1.0,4.051
174,https,192.168.137.113,56226,119.75.222.189,443,6,0.947,741,701,19,3.8366,0.2871,7.8482
175,https,192.168.137.113,50611,112.34.111.114,443,6,0.889,354,314,9,0.0034,0.929,7.5615
176,https,192.168.137.113,38842,111.13.101.221,443,6,0.867,608,568,15,0.0136,0.8749,7.7441
177,https,192.168.137.113,40045,119.75.222.92,443,6,0.910,443,403,78,0.3951,0.9606,7.9503
178,https,192.168.137.113,56510,111.13.101.221,443,6,1.000,300,260,10,0.0013,0.9916,7.8018
179,https,192.168.137.113,51111,111.13.101.221,443,6,0.909,383,343,11,0.0038,0.9958,7.8816
180,https,192.168.137.113,54715,61.135.169.125,443,6,0.722,657,617,36,0.355,0.9904,7.9654
181,https,192.168.137.113,39159,111.13.100.146,443,6,0.778,574,534,18,0.004,0.8893,7.7946
182,https,192.168.137.113,56703,119.75.222.188,443,6,0.941,282,242,17,1.4608,0.8861,7.6229
183,https,192.168.137.113,38841,111.13.101.221,443,6,0.846,526,486,13,0.0074,0.8299,7.5966
184,https,192.168.137.113,45273,112.34.111.114,443,6,0.889,428,388,9,0.0016,0.9394,7.6452
185,https,192.168.137.113,34573,183.232.231.65,443,6,0.824,508,468,17,0.0079,0.8644,7.7098
186,https,192.168.137.113,58889,111.6.172.48,443,6,0.750,615,575,8,0.0113,0.763,7.3317
187,https,192.168.137.113,38908,111.13.101.221,443,6,1.000,566,526,9,0.0866,0.9582,7.7732
188,https,192.168.137.113,53194,222.35.78.49,443,6,0.824,456,416,17,0.0154,0.8425,7.6535
189,https,192.168.137.113,34733,111.13.101.191,443,6,0.681,768,728,47,0.2802,0.9917,7.9762
190,https,192.168.137.113,59891,111.13.101.221,443,6,1.000,300,260,10,0.0013,0.9912,7.7962
191,https,192.168.137.113,49515,111.6.172.48,443,6,0.317,1047,1007,41,0.0582,0.9749,7.9827
192,https,192.168.137.113,40239,119.75.222.188,443,6,0.407,1014,974,27,0.2609,0.9911,7.975
193,https,192.168.137.113,57062,112.34.112.78,443,6,1.000,164,124,6,0.0308,0.685,5.4489
194,https,192.168.137.113,54616,111.13.101.73,443,6,0.875,410,370,16,0.41,0.8118,7.5409
195,https,192.168.137.113,40712,222.35.78.48,443,6,0.443,1066,1026,79,0.2512,0.9841,7.9931
196,https,192.168.137.113,50687,119.75.222.189,443,6,1.000,805,765,19,1.0208,0.2562,7.847
197,https,192.168.137.113,53824,111.6.172.48,443,6,0.500,885,845,26,0.0053,0.9528,7.9538
198,https,192.168.137.113,57058,112.34.112.78,443,6,0.737,667,627,19,0.097,0.9807,7.9302
199,https,192.168.137.113,38953,111.13.101.221,443,6,0.867,494,454,15,0.0039,0.843,7.6506
200,https,192.168.137.113,44692,111.6.172.48,443,6,0.672,770,730,58,0.0795,0.9712,7.9791
201,https,192.168.137.113,55920,111.13.101.221,443,6,0.900,312,272,10,0.0032,0.9934,7.8283
202,https,192.168.137.113,43036,119.75.222.188,443,6,0.564,924,884,39,0.5267,0.9921,7.9769
203,https,192.168.137.113,46519,222.35.78.32,443,6,0.100,1280,1240,100,0.0507,0.9921,7.9969
204,https,192.168.137.113,52492,222.35.78.49,443,6,0.933,330,290,30,0.2269,0.8605,7.739
205,https,192.168.137.113,46312,111.6.225.35,443,6,0.265,1164,1124,34,0.0935,0.9825,7.9865
206,https,192.168.137.113,34741,111.13.101.191,443,6,0.889,369,329,9,0.0697,0.9363,7.5753
207,https,192.168.137.113,39981,111.6.172.48,443,6,1.000,230,190,5,0.0019,0.8206,6.5179
208,https,192.168.137.113,46646,111.13.101.221,443,6,0.900,312,272,10,0.0023,0.9945,7.8374
209,https,192.168.137.113,53073,111.13.101.221,443,6,1.000,300,260,10,0.0097,0.9919,7.7995
210,https,192.168.137.113,39898,119.75.222.92,443,6,0.276,1163,1123,1301,2.0406,0.9981,7.998
211,https,192.168.137.113,56210,111.13.100.3,443,6,0.882,455,415,17,0.1772,0.8433,7.6439
212,https,192.168.137.113,59740,111.13.101.221,443,6,1.000,300,260,10,0.0012,0.9904,7.805
213,https,192.168.137.113,52588,222.35.78.49,443,6,0.778,533,493,18,0.0178,0.9758,7.9304
