auc,f1,recall,precision_all,acc
0.55,0.36666666666666664,0.7333333333333333,0.24444444444444444,0.3153153153153153
0.7759868421052631,0.24000000000000005,0.1875,0.3333333333333333,0.8288288288288288
0.5642292490118577,0.0,0.0,0.0,0.7927927927927928
0.5445134575569358,0.18518518518518517,0.11904761904761904,0.4166666666666667,0.6036036036036037
