id,protocol_name,src,sport,dst,dport,proto,push_flag_ratio,average_len,average_payload_len,pkt_count,flow_average_inter_arrival_time,kolmogorov,shannon,label
479,https,192.168.137.113,41442,111.13.101.73,443,6,1.0,333,293,19,0.7354,0.3141,7.4724,0
175,https,192.168.137.113,38951,111.13.101.221,443,6,0.867,476,436,15,0.0019,0.8346,7.6053,0
103,https,192.168.137.113,40578,111.13.105.155,443,6,0.867,417,377,15,0.0338,0.8036,7.4948,0
174,https,192.168.137.113,33257,180.76.76.112,443,6,0.778,549,509,9,0.028,0.8435,7.603,0
142,https,192.168.137.113,52210,122.70.142.80,443,6,0.017,1391,1351,752,0.1091,0.9992,7.9998,1
514,https,192.168.137.113,38214,222.35.78.48,443,6,0.382,975,935,34,0.1082,0.967,7.975,0
147,https,192.168.137.113,54340,223.99.245.172,443,6,0.889,354,314,18,0.0377,0.7954,7.5442,0
194,https,192.168.137.113,49262,59.111.181.35,443,6,0.8,569,517,10,0.0031,0.9795,7.8831,1
564,https,192.168.137.113,56535,120.221.12.30,443,6,0.636,758,718,11,0.0035,0.9025,7.8197,1
491,https,192.168.137.113,52086,180.76.22.32,443,6,0.175,1230,1190,758,0.3189,0.9987,7.9993,1
260,https,192.168.137.113,39602,59.111.181.35,443,6,0.889,549,497,9,0.0408,0.9748,7.8527,1
9,https,192.168.137.113,36898,223.99.245.161,443,6,0.727,629,589,11,0.0512,0.8789,7.7466,1
274,https,192.168.137.113,36038,120.221.8.140,443,6,0.778,639,599,9,0.0033,0.8482,7.6453,0
2,https,192.168.137.113,44854,119.75.222.189,443,6,0.9,470,430,10,0.0062,0.9465,7.7169,2
267,https,192.168.137.113,54783,61.135.169.125,443,6,0.733,747,707,30,0.1789,0.9498,7.9417,1
123,https,192.168.137.113,50916,112.34.111.114,443,6,1.0,164,124,6,0.0407,0.6997,5.6295,2
498,https,192.168.137.113,33269,119.75.222.189,443,6,1.0,71,31,1,0.0,1.0,3.9865,1
630,https,192.168.137.113,38214,222.35.78.48,443,6,0.382,975,935,34,0.1082,0.967,7.975,1
265,https,192.168.137.113,51111,111.13.101.221,443,6,0.909,383,343,11,0.0038,0.9958,7.8816,0
254,https,192.168.137.113,55453,122.70.142.80,443,6,1.0,456,416,6,0.0051,0.9572,7.68,1
33,https,192.168.137.113,38906,111.13.101.221,443,6,1.0,701,661,13,0.121,0.9734,7.8925,2
580,https,192.168.137.113,36803,223.252.199.67,443,6,0.6920000000000001,735,683,13,0.0191,0.9241,7.8610000000000015,1
146,https,192.168.137.113,38120,112.54.108.104,443,6,0.5539999999999999,778,738,453,0.2359,0.9915,7.9963,2
221,https,192.168.137.113,36199,222.35.78.32,443,6,0.111,1265,1225,99,0.032,0.9919,7.9965,1
298,https,192.168.137.113,45610,122.70.142.80,443,6,0.7,719,679,10,0.0013,0.8340000000000001,7.6861,1
455,https,192.168.137.113,36705,180.76.22.48,443,6,0.792,529,489,24,0.0178,0.9063,7.8559,0
424,https,192.168.137.113,46887,111.13.57.43,443,6,0.226,1151,1111,53,0.0085,0.985,7.9897,0
331,https,192.168.137.113,56998,112.34.112.78,443,6,0.69,698,658,29,0.0332,0.9449,7.927,2
184,https,192.168.137.113,45273,112.34.111.114,443,6,0.889,428,388,9,0.0016,0.9394,7.6452,2
362,https,192.168.137.113,52492,222.35.78.49,443,6,0.933,330,290,30,0.2269,0.8605,7.739,1
492,https,192.168.137.113,34574,183.232.231.65,443,6,0.857,470,430,14,0.0081,0.818,7.5473,1
55,https,192.168.137.113,56548,119.75.222.189,443,6,1.0,788,748,19,2.066,0.2386,7.8461,0
65,https,192.168.137.113,51202,222.35.78.49,443,6,0.75,615,575,8,0.0098,0.764,7.3274,2
220,https,192.168.137.113,34704,111.13.101.191,443,6,0.857,647,607,28,0.1138,0.9832,7.9416,1
317,https,192.168.137.113,52867,221.179.183.218,443,6,1.0,229,177,5,0.0005,0.9786,7.3962,1
89,https,192.168.137.113,37189,119.75.222.188,443,6,0.442,1075,1035,104,3.745,0.997,7.9933,2
361,https,192.168.137.113,51676,59.111.181.35,443,6,0.4,1012,960,40,0.0664,0.9832,7.9864,1
230,https,192.168.137.113,45627,119.75.222.188,443,6,0.941,263,223,17,2.0984,0.8763,7.5647,2
256,https,192.168.137.113,54478,112.34.111.108,443,6,0.812,480,440,16,0.312,0.7724,7.5314,2
120,https,192.168.137.113,44643,119.75.222.91,443,6,0.917,261,221,12,0.0015,0.9222,7.4849,2
342,https,192.168.137.113,60722,61.135.169.121,443,6,0.6940000000000001,698,658,85,0.3423,0.9777,7.9797,2
248,https,192.168.137.113,58766,111.13.57.45,443,6,0.329,1022,982,73,0.0144,0.9856,7.9917,0
105,https,192.168.137.113,60746,61.135.169.121,443,6,0.818,527,487,11,0.0039,0.9727,7.8476,1
554,https,192.168.137.113,44626,223.99.245.161,443,6,0.636,786,746,11,0.0039,0.9064,7.8262,1
189,https,192.168.137.113,40085,218.206.90.172,443,6,0.438,942,902,16,0.0043,0.7727,7.9215,1
157,https,192.168.137.113,44299,221.179.183.213,443,6,1.0,229,177,5,0.0014,0.973,7.3865,1
292,https,192.168.137.113,38840,111.13.101.221,443,6,0.882,652,612,17,0.0269,0.8978,7.8197,2
523,https,192.168.137.113,34585,183.232.231.65,443,6,0.909,312,272,11,0.0556,0.9057,7.5712,0
131,https,192.168.137.113,33766,223.252.199.67,443,6,0.727,801,749,11,0.0195,0.9186,7.8466,1
370,https,192.168.137.113,39898,119.75.222.92,443,6,0.276,1163,1123,1301,2.0406,0.9981,7.997999999999998,1
407,https,192.168.137.113,55249,218.206.90.129,443,6,0.778,562,522,9,0.0091,0.8279,7.5447,0
245,https,192.168.137.113,53052,111.13.101.221,443,6,0.684,652,612,19,0.0052,0.9967,7.9719,1
111,https,192.168.137.113,34666,111.13.101.191,443,6,0.623,816,776,61,0.1649,0.9766,7.9796,0
244,https,192.168.137.113,45581,221.179.183.218,443,6,1.0,205,153,6,0.0032,0.9728,7.4035,0
598,https,192.168.137.113,60021,122.70.142.80,443,6,0.5,931,891,12,0.0047,0.9885,7.9568,1
10,https,192.168.137.113,40514,180.76.76.112,443,6,0.867,462,422,15,0.2183,0.8821,7.7528,0
575,https,192.168.137.113,51938,221.179.183.218,443,6,1.0,225,173,6,0.0007,0.8329,7.4053,1
119,https,192.168.137.113,38951,111.13.101.221,443,6,0.867,476,436,15,0.0019,0.8346,7.6053,2
24,https,192.168.137.113,51017,112.34.111.114,443,6,1.0,348,308,9,0.0093,0.9326,7.547999999999999,2
173,https,192.168.137.113,49890,183.232.231.63,443,6,0.857,407,367,14,0.0381,0.7829999999999999,7.4141,0
395,https,192.168.137.113,46515,223.252.216.50,443,6,0.7140000000000001,554,502,7,0.1416,0.8023,7.4593,1
506,https,192.168.137.113,36224,222.35.78.49,443,6,1.0,230,190,5,0.0036,0.8237,6.5313,0
324,https,192.168.137.113,51111,111.13.101.221,443,6,0.909,383,343,11,0.0038,0.9958,7.8816,1
251,https,192.168.137.113,57565,119.75.222.189,443,6,0.846,425,385,13,0.0796,0.9525,7.7715,1
90,https,192.168.137.113,47493,112.34.111.173,443,6,0.867,393,353,15,0.0344,0.7885,7.4359,1
168,https,192.168.137.113,57059,112.34.112.78,443,6,0.833,462,422,12,0.078,0.9602,7.79,1
0,https,192.168.137.113,46331,111.6.225.35,443,6,0.7140000000000001,599,559,7,0.0196,0.8149,7.5061,2
368,https,192.168.137.113,48979,222.35.78.40,443,6,0.011,1376,1336,3760,1.4129,1.0,7.9998,0
180,https,192.168.137.113,54715,61.135.169.125,443,6,0.722,657,617,36,0.355,0.9904,7.9654,2
109,https,192.168.137.113,54539,222.35.78.32,443,6,0.75,615,575,8,0.0086,0.7655,7.3453,1
290,https,192.168.137.113,52068,180.76.22.32,443,6,0.021,1359,1319,1699,0.2523,0.9998,7.9998,1
189,https,192.168.137.113,52136,180.76.22.32,443,6,0.019,1365,1325,1699,0.2506,0.9997,7.9998,0
207,https,192.168.137.113,54605,218.206.90.28,443,6,1.0,534,482,5,0.0013,0.9552,7.6618,0
510,https,192.168.137.113,36003,111.6.172.48,443,6,0.342,1029,989,38,0.038,0.9725,7.9769,0
238,https,192.168.137.113,46427,119.75.222.189,443,6,0.7859999999999999,447,407,14,0.3045,0.9537,7.8068,2
103,https,192.168.137.113,56526,119.75.222.188,443,6,0.8420000000000001,647,607,19,3.0089,0.9755,7.9135,1
292,https,192.168.137.113,36170,122.70.142.80,443,6,0.019,1381,1341,428,0.0629,0.9984,7.9996,1
432,https,192.168.137.113,53801,111.6.172.48,443,6,0.016,1367,1327,580,1.0672,0.999,7.9995,0
553,https,192.168.137.113,54553,119.75.222.188,443,6,1.0,215,175,9,0.3663,0.8514,6.9364,1
366,https,192.168.137.113,39981,111.6.172.48,443,6,1.0,230,190,5,0.0019,0.8206,6.5179,1
426,https,192.168.137.113,55081,111.13.101.221,443,6,1.0,300,260,10,0.0012,0.9919,7.7981,0
140,https,192.168.137.113,54143,59.111.181.35,443,6,0.857,605,553,7,0.0068,0.9739,7.8237,1
11,https,192.168.137.113,50832,112.34.111.114,443,6,0.7859999999999999,562,522,28,0.0161,0.9242,7.8913,0
160,https,192.168.137.113,46983,111.6.172.48,443,6,0.778,561,521,9,0.0045,0.7648,7.326,2
225,https,192.168.137.113,45401,223.99.245.179,443,6,0.778,606,566,9,0.002,0.8419,7.6024,1
470,https,192.168.137.113,51269,223.99.245.172,443,6,1.0,332,292,8,0.0045,0.9435,7.6205,0
252,https,192.168.137.113,40926,119.75.222.188,443,6,0.519,909,869,52,0.54,0.993,7.9825,2
7,https,192.168.137.113,50832,112.34.111.114,443,6,0.7859999999999999,562,522,28,0.0161,0.9242,7.8913,2
109,https,192.168.137.113,53802,111.6.172.48,443,6,0.011,1373,1333,1029,1.4763,0.9995,7.9997,0
60,https,192.168.137.113,40371,223.99.245.161,443,6,0.6920000000000001,749,709,13,0.0025,0.9164,7.8496,0
235,https,192.168.137.113,48658,39.156.41.32,443,6,0.778,667,627,9,0.0045,0.8542,7.6581,1
35,https,192.168.137.113,51017,112.34.111.114,443,6,1.0,348,308,9,0.0093,0.9326,7.547999999999999,0
606,https,192.168.137.113,41501,111.13.101.221,443,6,0.909,383,343,11,0.0029,0.9955,7.8898,1
650,https,192.168.137.113,42859,111.30.137.24,443,6,0.8420000000000001,624,584,19,0.2465,0.9057,7.8479,1
581,https,192.168.137.113,45356,218.206.90.28,443,6,1.0,525,473,5,0.0021,0.9531,7.6566,1
43,https,192.168.137.113,40903,180.76.76.112,443,6,0.778,530,490,9,0.0087,0.8382,7.6055,0
39,https,192.168.137.113,58296,221.179.183.218,443,6,1.0,205,153,7,0.0012,0.8386,7.3926,1
453,https,192.168.137.113,48979,222.35.78.40,443,6,0.011,1376,1336,3760,1.4129,1.0,7.9998,1
0,https,192.168.137.113,46331,111.6.225.35,443,6,0.7140000000000001,599,559,7,0.0196,0.8149,7.5061,1
78,https,192.168.137.113,44837,119.75.222.188,443,6,0.632,928,888,57,0.013,0.9944,7.9848,0
339,https,192.168.137.113,53265,112.34.111.114,443,6,0.889,351,311,9,0.0027,0.929,7.5515,0
472,https,192.168.137.113,48988,222.35.78.40,443,6,0.018000000000000002,1365,1325,494,0.7384,0.9987,7.9995,0
399,https,192.168.137.113,54703,61.135.169.125,443,6,0.76,511,471,25,0.0887,0.9084,7.843,0
436,https,192.168.137.113,50872,223.99.245.179,443,6,0.7859999999999999,650,610,14,0.0107,0.9061,7.8318,0
111,https,192.168.137.113,44703,119.75.222.188,443,6,0.765,578,538,17,0.2821,0.8836,7.7684,2
199,https,192.168.137.113,54460,223.99.245.161,443,6,0.625,826,786,16,0.0124,0.9364,7.9129999999999985,0
310,https,192.168.137.113,54645,223.99.245.179,443,6,0.727,768,728,11,0.0014,0.8911,7.7784,0
57,https,192.168.137.113,50919,112.34.111.114,443,6,1.0,368,328,9,0.1208,0.9371,7.5951,0
43,https,192.168.137.113,38907,111.13.101.221,443,6,1.0,164,124,6,0.0118,0.6877,5.4476,2
170,https,192.168.137.113,54117,222.35.78.49,443,6,0.518,957,917,110,0.069,0.9886,7.9945,0
8,https,192.168.137.113,53007,119.75.222.188,443,6,1.0,71,31,1,0.0,1.0,4.0266,2
261,https,192.168.137.113,34593,111.13.101.191,443,6,0.889,332,292,9,0.0053,0.9267,7.5121,2
243,https,192.168.137.113,41821,119.75.222.189,443,6,0.95,772,732,20,0.5316,0.262,7.8698,2
222,https,192.168.137.113,44839,112.54.108.104,443,6,0.722,546,506,18,0.4927,0.9141,7.8794,2
0,https,192.168.137.113,46331,111.6.225.35,443,6,0.7140000000000001,599,559,7,0.0196,0.8149,7.5061,0
493,https,192.168.137.113,53692,111.6.172.48,443,6,0.7140000000000001,695,655,7,0.0025,0.7625,7.3411,0
273,https,192.168.137.113,34573,183.232.231.65,443,6,0.8240000000000001,508,468,17,0.0079,0.8644,7.7098,0
186,https,192.168.137.113,51737,122.70.142.80,443,6,1.0,456,416,6,0.0016,0.9568,7.6736,1
526,https,192.168.137.113,46887,111.13.57.43,443,6,0.226,1151,1111,53,0.0085,0.985,7.9897,1
213,https,192.168.137.113,47983,222.35.78.32,443,6,0.111,1266,1226,99,0.0479,0.9919,7.9972,1
401,https,192.168.137.113,41738,223.252.199.67,443,6,0.667,795,743,12,0.0016,0.9254,7.8614,1
468,https,192.168.137.113,39344,122.70.142.133,443,6,0.124,1254,1214,161,0.6343,0.9965,7.9989,1
278,https,192.168.137.113,33269,119.75.222.189,443,6,1.0,71,31,1,0.0,1.0,3.9865,2
387,https,192.168.137.113,40549,119.75.222.189,443,6,0.9,786,746,20,3.6485,0.3637,7.8799,1
11,https,192.168.137.113,50912,112.34.111.114,443,6,0.7859999999999999,610,570,28,0.0166,0.9309,7.8968,1
350,https,192.168.137.113,41821,119.75.222.189,443,6,0.95,772,732,20,0.5316,0.262,7.8698,0
485,https,192.168.137.113,56998,112.34.112.78,443,6,0.69,698,658,29,0.0332,0.9449,7.927,0
14,https,192.168.137.113,50832,112.34.111.114,443,6,0.7859999999999999,562,522,28,0.0161,0.9242,7.8913,1
83,https,192.168.137.113,50792,119.75.222.189,443,6,1.0,336,296,12,1.3066,0.9242,7.6105,0
60,https,192.168.137.113,38906,111.13.101.221,443,6,1.0,701,661,13,0.121,0.9734,7.8925,1
30,https,192.168.137.113,58296,221.179.183.218,443,6,1.0,205,153,7,0.0012,0.8386,7.3926,0
561,https,192.168.137.113,35033,119.75.222.189,443,6,0.867,428,388,15,1.9745,0.9523,7.7973,1
284,https,192.168.137.113,41619,39.156.41.32,443,6,0.778,607,567,9,0.0036,0.838,7.6034,0
87,https,192.168.137.113,38838,223.99.245.181,443,6,0.778,634,594,9,0.0042,0.8517,7.645,0
638,https,192.168.137.113,50475,223.252.199.67,443,6,0.6920000000000001,736,684,13,0.0036,0.9242,7.8614,1
34,https,192.168.137.113,49380,59.111.181.35,443,6,0.75,636,584,12,0.0034,0.9014,7.7970000000000015,1
148,https,192.168.137.113,34509,183.232.231.65,443,6,1.0,325,285,8,0.0214,0.9169,7.4276,0
161,https,192.168.137.113,43595,120.221.8.142,443,6,0.778,723,683,9,0.0032,0.8551,7.654,1
372,https,192.168.137.113,46332,111.6.225.35,443,6,0.7140000000000001,599,559,7,0.0207,0.8154,7.4982,0
215,https,192.168.137.113,35808,111.6.172.48,443,6,0.6559999999999999,693,653,32,0.0654,0.9902,7.9708,0
345,https,192.168.137.113,55714,111.13.101.73,443,6,0.895,393,353,19,0.3338,0.8314,7.6087,0
466,https,192.168.137.113,44741,111.6.172.48,443,6,0.75,659,619,8,0.0117,0.7558,7.33,0
330,https,192.168.137.113,39159,111.13.100.146,443,6,0.778,574,534,18,0.004,0.8893,7.7946,1
601,https,192.168.137.113,50841,112.34.111.114,443,6,0.9,367,327,10,0.2215,0.9419,7.6478,1
270,https,192.168.137.113,56703,119.75.222.188,443,6,0.941,282,242,17,1.4608,0.8861,7.6229,0
234,https,192.168.137.113,37435,222.35.78.49,443,6,1.0,200,160,6,0.0025,0.8229,6.6136,1
504,https,192.168.137.113,55249,218.206.90.129,443,6,0.778,562,522,9,0.0091,0.8279,7.5447,1
353,https,192.168.137.113,57061,112.34.112.78,443,6,1.0,164,124,6,0.0318,0.6877,5.5236,0
440,https,192.168.137.113,60941,112.54.108.104,443,6,0.609,682,642,23,0.3991,0.9458,7.944,1
153,https,192.168.137.113,54106,111.13.101.73,443,6,0.895,393,353,19,0.6384,0.8304,7.6047,2
196,https,192.168.137.113,46330,111.6.225.35,443,6,0.7140000000000001,599,559,7,0.0218,0.8152,7.4953,0
254,https,192.168.137.113,48984,222.35.78.40,443,6,0.011,1376,1336,3760,2.3593,1.0,7.9999,0
548,https,192.168.137.113,60930,111.13.101.178,443,6,0.733,670,630,30,0.0699,0.9442,7.9263,1
214,https,192.168.137.113,45760,112.34.111.114,443,6,0.889,428,388,9,0.0022,0.9388,7.646,2
535,https,192.168.137.113,52006,180.76.22.32,443,6,0.7140000000000001,695,655,7,0.0189,0.7625,7.3308,1
364,https,192.168.137.113,48505,223.99.245.165,443,6,0.778,607,567,9,0.0108,0.8437,7.6127,0
128,https,192.168.137.113,44299,221.179.183.213,443,6,1.0,229,177,5,0.0014,0.973,7.3865,0
288,https,192.168.137.113,54736,61.135.169.125,443,6,0.833,457,417,12,0.0454,0.9697,7.8271,2
148,https,192.168.137.113,37657,59.111.181.35,443,6,0.7,754,702,10,0.0034,0.903,7.7925,1
342,https,192.168.137.113,44753,111.13.101.221,443,6,1.0,300,260,10,0.0012,0.9916,7.8039,0
574,https,192.168.137.113,59687,111.6.172.48,443,6,0.75,659,619,8,0.0112,0.755,7.3196,1
60,https,192.168.137.113,54539,222.35.78.32,443,6,0.75,615,575,8,0.0086,0.7655,7.3453,2
138,https,192.168.137.113,58518,222.35.78.49,443,6,0.75,615,575,8,0.0083,0.7644,7.3339,2
489,https,192.168.137.113,49907,120.221.12.30,443,6,0.276,1249,1209,76,0.021,0.9654,7.995,1
466,https,192.168.137.113,49422,223.99.245.172,443,6,0.818,620,580,11,0.0037,0.8719,7.7297,1
412,https,192.168.137.113,34594,111.13.101.191,443,6,1.0,164,124,6,0.023,0.6809999999999999,5.528,0
410,https,192.168.137.113,60576,111.13.101.221,443,6,0.9,331,291,10,0.0015,0.9945,7.8464,0
589,https,192.168.137.113,55865,223.99.245.172,443,6,1.0,365,325,10,0.0091,0.9563,7.7374,1
246,https,192.168.137.113,57061,112.34.112.78,443,6,1.0,164,124,6,0.0318,0.6877,5.5236,2
400,https,192.168.137.113,33741,59.111.181.35,443,6,0.75,678,626,12,0.0205,0.894,7.7718,1
83,https,192.168.137.113,40638,222.35.78.48,443,6,0.7140000000000001,694,654,7,0.0019,0.7625,7.3351,2
297,https,192.168.137.113,56708,119.75.222.189,443,6,1.0,71,31,1,0.0,1.0,4.0266,1
636,https,192.168.137.113,51713,111.13.101.221,443,6,1.0,326,286,9,0.0281,0.9919,7.8024,1
408,https,192.168.137.113,35483,222.35.78.32,443,6,0.135,1233,1193,104,0.0903,0.9921,7.997000000000001,0
125,https,192.168.137.113,34700,111.13.101.191,443,6,0.889,385,345,9,0.0249,0.9372,7.5972,1
59,https,192.168.137.113,34701,111.13.101.191,443,6,0.889,385,345,9,0.0243,0.9382,7.6179,1
453,https,192.168.137.113,34637,111.13.101.191,443,6,1.0,164,124,6,0.0751,0.6836,5.5349,0
124,https,192.168.137.113,34599,111.13.101.191,443,6,0.889,332,292,9,0.0043,0.927,7.5201,0
259,https,192.168.137.113,46332,111.6.225.35,443,6,0.7140000000000001,599,559,7,0.0207,0.8154,7.4982,2
340,https,192.168.137.113,52007,223.99.245.161,443,6,0.625,867,827,16,0.0069,0.8446,7.9148,1
330,https,192.168.137.113,47047,222.35.78.48,443,6,0.8,570,530,10,0.0066,0.7938,7.4703,2
166,https,192.168.137.113,44089,112.34.111.173,443,6,0.867,383,343,15,0.0336,0.7817,7.4088,0
289,https,192.168.137.113,46983,111.6.172.48,443,6,0.778,561,521,9,0.0045,0.7648,7.326,1
110,https,192.168.137.113,40403,218.206.90.28,443,6,1.0,530,478,5,0.0008,0.954,7.6608,0
3,https,192.168.137.113,57911,111.13.101.221,443,6,0.909,383,343,11,0.0044,0.9942,7.8872,2
306,https,192.168.137.113,56764,180.76.22.48,443,6,0.221,1170,1130,140,0.0307,0.9991,7.9981,2
165,https,192.168.137.113,55001,120.221.12.30,443,6,0.24,1233,1193,104,0.024,0.9941,7.9974,1
236,https,192.168.137.113,52068,180.76.22.32,443,6,0.021,1359,1319,1699,0.2523,0.9998,7.9998,0
304,https,192.168.137.113,45481,221.179.183.213,443,6,1.0,205,153,6,0.0009,0.9706,7.3606,1
250,https,192.168.137.113,34678,111.13.101.191,443,6,1.0,164,124,6,0.1317,0.6836,5.511,2
285,https,192.168.137.113,60745,61.135.169.121,443,6,0.818,525,485,11,0.0061,0.973,7.8427,1
267,https,192.168.137.113,39727,223.99.245.172,443,6,0.909,486,446,11,0.0188,0.9729,7.8547,0
460,https,192.168.137.113,44568,59.111.160.197,443,6,0.75,721,669,12,0.1252,0.9011,7.8069,1
610,https,192.168.137.113,34633,111.13.101.191,443,6,0.889,383,343,9,0.0539,0.936,7.59,1
313,https,192.168.137.113,34637,111.13.101.191,443,6,1.0,164,124,6,0.0751,0.6836,5.5349,2
95,https,192.168.137.113,57060,112.34.112.78,443,6,1.0,164,124,6,0.0324,0.685,5.5036,2
272,https,192.168.137.113,38120,112.54.108.104,443,6,0.5539999999999999,778,738,453,0.2359,0.9915,7.9963,1
398,https,192.168.137.113,60648,61.135.169.121,443,6,0.742,725,685,31,0.2745,0.9483,7.9408,0
42,https,192.168.137.113,47884,60.217.248.85,443,6,0.727,580,540,11,0.0502,0.8624,7.6791,0
207,https,192.168.137.113,39981,111.6.172.48,443,6,1.0,230,190,5,0.0019,0.8206,6.5179,2
475,https,192.168.137.113,37506,223.99.245.172,443,6,0.923,478,438,13,0.0081,0.9731,7.8762,1
318,https,192.168.137.113,34698,111.13.101.191,443,6,0.68,782,742,25,0.0121,0.9876,7.9581,0
305,https,192.168.137.113,58766,111.13.57.45,443,6,0.329,1022,982,73,0.0144,0.9856,7.9917,1
188,https,192.168.137.113,40639,180.76.76.112,443,6,0.818,533,493,11,0.0592,0.8381,7.5963,0
626,https,192.168.137.113,60999,111.13.101.178,443,6,0.789,630,590,19,0.0042,0.9056,7.8247,1
27,https,192.168.137.113,51022,112.34.111.114,443,6,1.0,441,401,12,0.1184,0.9564,7.7639999999999985,1
23,https,192.168.137.113,54734,61.135.169.125,443,6,0.8,540,500,15,0.042,0.9775,7.8959,2
503,https,192.168.137.113,49325,222.35.78.49,443,6,0.778,564,524,9,0.0114,0.7662,7.3345,1
539,https,192.168.137.113,50872,223.99.245.179,443,6,0.7859999999999999,650,610,14,0.0107,0.9061,7.8318,1
17,https,192.168.137.113,52705,221.179.183.213,443,6,1.0,229,177,5,0.0012,0.9741,7.4144,1
46,https,192.168.137.113,40639,222.35.78.48,443,6,0.508,992,952,65,0.2241,0.9823,7.9898,1
329,https,192.168.137.113,34651,111.13.101.191,443,6,0.7390000000000001,690,650,23,0.0524,0.9839,7.9471,0
393,https,192.168.137.113,46329,111.6.225.35,443,6,0.362,973,933,94,0.0627,0.9906,7.9933,1
309,https,192.168.137.113,37160,112.34.111.114,443,6,0.8,478,438,15,0.0029,0.8342,7.5981,2
476,https,192.168.137.113,55865,223.99.245.172,443,6,1.0,365,325,10,0.0091,0.9563,7.7374,0
141,https,192.168.137.113,40337,112.34.111.114,443,6,0.889,351,311,9,0.0014,0.9287,7.5734,1
300,https,192.168.137.113,53801,111.6.172.48,443,6,0.016,1367,1327,580,1.0672,0.999,7.9995,2
108,https,192.168.137.113,53789,111.6.172.48,443,6,0.013,1369,1329,693,0.7442,0.9991,7.9996,1
356,https,192.168.137.113,48991,222.35.78.40,443,6,0.046,1331,1291,197,0.4270000000000001,0.9963,7.9986,0
81,https,192.168.137.113,60287,119.75.222.92,443,6,0.912,380,340,57,0.9438,0.9754,7.9101,0
102,https,192.168.137.113,42532,218.206.90.28,443,6,1.0,528,476,5,0.002,0.9547,7.6584,1
143,https,192.168.137.113,35808,111.6.172.48,443,6,0.6559999999999999,693,653,32,0.0654,0.9902,7.9708,2
3,https,192.168.137.113,57911,111.13.101.221,443,6,0.909,383,343,11,0.0044,0.9942,7.8872,0
85,https,192.168.137.113,53459,112.34.111.114,443,6,0.889,354,314,9,0.0021,0.9272,7.5569,1
525,https,192.168.137.113,34631,111.13.101.191,443,6,0.72,777,737,25,0.0479,0.9871,7.9559,0
645,https,192.168.137.113,51174,222.35.78.49,443,6,0.123,1273,1233,397,0.1173,0.998,7.9993,1
397,https,192.168.137.113,51152,223.252.199.67,443,6,0.7140000000000001,784,732,14,0.0042,0.9351,7.8928,1
568,https,192.168.137.113,50060,223.99.245.161,443,6,0.833,600,560,12,0.0466,0.6873,7.7349,1
248,https,192.168.137.113,48991,222.35.78.40,443,6,0.046,1331,1291,197,0.4270000000000001,0.9963,7.9986,2
429,https,192.168.137.113,48077,121.42.179.14,443,6,0.75,724,672,8,0.0024,0.8783,7.7527,0
35,https,192.168.137.113,56548,119.75.222.189,443,6,1.0,788,748,19,2.066,0.2386,7.8461,2
305,https,192.168.137.113,53073,111.13.101.221,443,6,1.0,300,260,10,0.0097,0.9919,7.7995,0
175,https,192.168.137.113,52939,223.99.245.172,443,6,0.812,609,569,16,0.006999999999999999,0.9088,7.8427,1
502,https,192.168.137.113,60722,61.135.169.121,443,6,0.6940000000000001,698,658,85,0.3423,0.9777,7.9797,0
609,https,192.168.137.113,34929,111.13.105.171,443,6,0.913,291,251,23,0.0936,0.7636,7.4364,1
176,https,192.168.137.113,44643,119.75.222.91,443,6,0.917,261,221,12,0.0015,0.9222,7.4849,0
494,https,192.168.137.113,43877,120.221.12.30,443,6,0.231,1179,1139,91,0.05,0.9929,7.9964,0
279,https,192.168.137.113,34635,111.13.101.191,443,6,0.889,383,343,9,0.0548,0.9385,7.6122,2
73,https,192.168.137.113,53459,112.34.111.114,443,6,0.889,354,314,9,0.0021,0.9272,7.5569,0
268,https,192.168.137.113,47402,120.221.12.30,443,6,0.168,1283,1243,131,0.0265,0.9862,7.9982,1
190,https,192.168.137.113,59891,111.13.101.221,443,6,1.0,300,260,10,0.0013,0.9912,7.7962,2
228,https,192.168.137.113,49258,115.28.234.80,443,6,0.75,633,581,8,0.0032,0.8559,7.6825,2
352,https,192.168.137.113,53824,111.6.172.48,443,6,0.5,885,845,26,0.0053,0.9528,7.9538,1
122,https,192.168.137.113,45494,180.76.76.112,443,6,0.867,487,447,15,0.0409,0.8655,7.6945,0
295,https,192.168.137.113,34837,111.6.172.48,443,6,0.75,615,575,8,0.0192,0.7634,7.3358,1
123,https,192.168.137.113,39495,122.70.142.80,443,6,0.005,1395,1355,1553,0.2443,0.9998,7.9999,1
602,https,192.168.137.113,41023,221.179.183.213,443,6,1.0,229,177,5,0.0015,0.9752,7.3776,1
167,https,192.168.137.113,44268,111.13.101.221,443,6,0.471,998,958,244,4.0597,0.9978,7.9948,2
405,https,192.168.137.113,40789,222.35.78.48,443,6,0.875,419,379,16,0.0523,0.8035,7.5508,1
26,https,192.168.137.113,34586,111.13.101.191,443,6,0.631,713,673,65,0.0238,0.974,7.9764,0
327,https,192.168.137.113,48995,223.252.199.67,443,6,0.667,830,778,12,0.0016,0.9146,7.8366,1
500,https,192.168.137.113,40396,183.232.231.85,443,6,0.938,270,230,32,0.1618,0.8165,7.6105,0
97,https,192.168.137.113,53435,111.13.100.3,443,6,1.0,248,208,9,0.3416,0.8837,7.1971,0
126,https,192.168.137.113,44490,111.13.101.221,443,6,0.9,312,272,10,0.0033,0.9938,7.8349,1
