auc,f1,recall,precision_all,acc
0.5702844518088925,0.7433962264150944,0.9248826291079812,0.6214511041009464,0.6284153005464481
0.6970588235294118,0.3466666666666667,0.5,0.2653061224489796,0.8661202185792349
0.5,0.0,0.0,0.0,0.6530054644808743
